key,upc,name,brand,title
0,190514050377,"Iphone 6",,"iPhone 6 Plus Case, iPhone 6s Plus Case, ULAK Slim Dual Layer Protection Scratch Resistant Hard Back Cover Shockproof TPU Bumper Case for Apple iPhone 6/6S Plus 5.5 inch [Minimal Rose Gold Grey]"
0,713665170949,"Iphone 6",,"iPhone 6 Plus Case, ULAK [3 in 1 Shield ]Series iPhone 6 Plus Hard Case Hybrid Protective Cover for iPhone 6 Plus 5.5 Inch 2014 (Black/Blue)"
0,713665225663,"Iphone 6",,"ULAK iPhone 6 Plus Case  iPhone 6S Plus Case  Slim Hybrid Silicone Bumper Phone Case for Apple iPhone 6/6s Plus for Girls Women  Turquoise"
0,715660702842,"Iphone 6",,"Apple iPhone 6 Space Gray 64GB GSM Unlocked 4G LTE Smartphone"
0,759776382437,"Iphone 6",,"Restored Apple iPhone 6 16GB  Gold - Unlocked GSM (Refurbished)"
